번호,시도명,시군구명,동읍면,배출장소,배출장소유형,생활쓰레기배출방법,음식물쓰레기배출방법,재활용품배출방법,일시적다량폐기물배출방법,일시적다량폐기물배출장소,데이터기준일자
2943,경기도,의왕시,"시청로, 보건소",문앞,문전수거,종량제봉투에담아배출,음식물종량제봉투에담아배출,투명비닐에담아배출,종량제봉투에담아배출,문전수거,2024-06-30
2944,경기도,의왕시,서울소년원관사1,문앞,문전수거,종량제봉투에담아배출,음식물종량제봉투에담아배출,투명비닐에담아배출,종량제봉투에담아배출,문전수거,2024-06-30
2945,경기도,의왕시,서울소년원관사2,문앞,문전수거,종량제봉투에담아배출,음식물종량제봉투에담아배출,투명비닐에담아배출,종량제봉투에담아배출,문전수거,2024-06-30
2946,경기도,의왕시,의왕군포로,문앞,문전수거,종량제봉투에담아배출,음식물종량제봉투에담아배출,투명비닐에담아배출,종량제봉투에담아배출,문전수거,2024-06-30
2947,경기도,의왕시,행복마을3로,문앞,문전수거,종량제봉투에담아배출,음식물종량제봉투에담아배출,투명비닐에담아배출,종량제봉투에담아배출,문전수거,2024-06-30
2948,경기도,의왕시,안골로,문앞,문전수거,종량제봉투에담아배출,음식물종량제봉투에담아배출,투명비닐에담아배출,종량제봉투에담아배출,문전수거,2024-06-30
2949,경기도,의왕시,오리나무로,문앞,문전수거,종량제봉투에담아배출,음식물종량제봉투에담아배출,투명비닐에담아배출,종량제봉투에담아배출,문전수거,2024-06-30
2950,경기도,의왕시,민백1길,문앞,문전수거,종량제봉투에담아배출,음식물종량제봉투에담아배출,투명비닐에담아배출,종량제봉투에담아배출,문전수거,2024-06-30
2951,경기도,의왕시,민백2길,문앞,문전수거,종량제봉투에담아배출,음식물종량제봉투에담아배출,투명비닐에담아배출,종량제봉투에담아배출,문전수거,2024-06-30
2952,경기도,의왕시,민백길,문앞,문전수거,종량제봉투에담아배출,음식물종량제봉투에담아배출,투명비닐에담아배출,종량제봉투에담아배출,문전수거,2024-06-30
2953,경기도,의왕시,백운로,문앞,문전수거,종량제봉투에 담아 묶어서 배출,음식물종량제봉투에 담아 묶어서 배출,투명비닐 또는 마대에 담아 묶어서 배출,종량제봉투에 담아 묶어서 배출,문전수거,2024-06-30
2954,경기도,의왕시,양지편1로,문앞,문전수거,종량제봉투에 담아 묶어서 배출,음식물종량제봉투에 담아 묶어서 배출,투명비닐 또는 마대에 담아 묶어서 배출,종량제봉투에 담아 묶어서 배출,문전수거,2024-06-30
2955,경기도,의왕시,양지편2로,문앞,문전수거,종량제봉투에 담아 묶어서 배출,음식물종량제봉투에 담아 묶어서 배출,투명비닐 또는 마대에 담아 묶어서 배출,종량제봉투에 담아 묶어서 배출,문전수거,2024-06-30
2956,경기도,의왕시,의일로,문앞,문전수거,종량제봉투에 담아 묶어서 배출,음식물종량제봉투에 담아 묶어서 배출,투명비닐 또는 마대에 담아 묶어서 배출,종량제봉투에 담아 묶어서 배출,문전수거,2024-06-30
2957,경기도,의왕시,청계로,문앞,문전수거,종량제봉투에 담아 묶어서 배출,음식물종량제봉투에 담아 묶어서 배출,투명비닐 또는 마대에 담아 묶어서 배출,종량제봉투에 담아 묶어서 배출,문전수거,2024-06-30
2958,경기도,의왕시,학현로,문앞,문전수거,종량제봉투에 담아 묶어서 배출,음식물종량제봉투에 담아 묶어서 배출,투명비닐 또는 마대에 담아 묶어서 배출,종량제봉투에 담아 묶어서 배출,문전수거,2024-06-30
2959,경기도,의왕시,한직골남로,문앞,문전수거,종량제봉투에 담아 묶어서 배출,음식물종량제봉투에 담아 묶어서 배출,투명비닐 또는 마대에 담아 묶어서 배출,종량제봉투에 담아 묶어서 배출,문전수거,2024-06-30
2960,경기도,의왕시,청계3로,문앞,문전수거,종량제봉투에 담아 묶어서 배출,음식물종량제봉투에 담아 묶어서 배출,투명비닐 또는 마대에 담아 묶어서 배출,종량제봉투에 담아 묶어서 배출,문전수거,2024-06-30
2961,경기도,의왕시,청계1로,문앞,문전수거,종량제봉투에 담아 묶어서 배출,음식물종량제봉투에 담아 묶어서 배출,투명비닐 또는 마대에 담아 묶어서 배출,종량제봉투에 담아 묶어서 배출,문전수거,2024-06-30
2962,경기도,의왕시,바라산로,문앞,문전수거,종량제봉투에 담아 묶어서 배출,음식물종량제봉투에 담아 묶어서 배출,투명비닐 또는 마대에 담아 묶어서 배출,종량제봉투에 담아 묶어서 배출,문전수거,2024-06-30
2963,경기도,의왕시,백운중앙로,문앞,문전수거,종량제봉투에 담아 묶어서 배출,음식물종량제봉투에 담아 묶어서 배출,투명비닐 또는 마대에 담아 묶어서 배출,종량제봉투에 담아 묶어서 배출,문전수거,2024-06-30
2964,경기도,의왕시,능안길,문앞,문전수거,종량제봉투에 담아 묶어서 배출,음식물종량제봉투에 담아 묶어서 배출,투명비닐 또는 마대에 담아 묶어서 배출,종량제봉투에 담아 묶어서 배출,문전수거,2024-06-30
2965,경기도,의왕시,능안아랫말길,문앞,문전수거,종량제봉투에 담아 묶어서 배출,음식물종량제봉투에 담아 묶어서 배출,투명비닐 또는 마대에 담아 묶어서 배출,종량제봉투에 담아 묶어서 배출,문전수거,2024-06-30
2966,경기도,의왕시,독정이길,문앞,문전수거,종량제봉투에 담아 묶어서 배출,음식물종량제봉투에 담아 묶어서 배출,투명비닐 또는 마대에 담아 묶어서 배출,종량제봉투에 담아 묶어서 배출,문전수거,2024-06-30
2967,경기도,의왕시,뒷골길,문앞,문전수거,종량제봉투에 담아 묶어서 배출,음식물종량제봉투에 담아 묶어서 배출,투명비닐 또는 마대에 담아 묶어서 배출,종량제봉투에 담아 묶어서 배출,문전수거,2024-06-30
2968,경기도,의왕시,상직막길,문앞,문전수거,종량제봉투에 담아 묶어서 배출,음식물종량제봉투에 담아 묶어서 배출,투명비닐 또는 마대에 담아 묶어서 배출,종량제봉투에 담아 묶어서 배출,문전수거,2024-06-30
2969,경기도,의왕시,새터말길,문앞,문전수거,종량제봉투에 담아 묶어서 배출,음식물종량제봉투에 담아 묶어서 배출,투명비닐 또는 마대에 담아 묶어서 배출,종량제봉투에 담아 묶어서 배출,문전수거,2024-06-30
2970,경기도,의왕시,새터말길,문앞,문전수거,종량제봉투에 담아 묶어서 배출,음식물종량제봉투에 담아 묶어서 배출,투명비닐 또는 마대에 담아 묶어서 배출,종량제봉투에 담아 묶어서 배출,문전수거,2024-06-30
2971,경기도,의왕시,옥박골동길,문앞,문전수거,종량제봉투에 담아 묶어서 배출,음식물종량제봉투에 담아 묶어서 배출,투명비닐 또는 마대에 담아 묶어서 배출,종량제봉투에 담아 묶어서 배출,문전수거,2024-06-30
2972,경기도,의왕시,안양판교로,문앞,문전수거,종량제봉투에 담아 묶어서 배출,음식물종량제봉투에 담아 묶어서 배출,투명비닐 또는 마대에 담아 묶어서 배출,종량제봉투에 담아 묶어서 배출,문전수거,2024-06-30
2973,경기도,의왕시,하오개로,문앞,문전수거,종량제봉투에 담아 묶어서 배출,음식물종량제봉투에 담아 묶어서 배출,투명비닐 또는 마대에 담아 묶어서 배출,종량제봉투에 담아 묶어서 배출,문전수거,2024-06-30
2974,경기도,의왕시,학의로,문앞,문전수거,종량제봉투에 담아 묶어서 배출,음식물종량제봉투에 담아 묶어서 배출,투명비닐 또는 마대에 담아 묶어서 배출,종량제봉투에 담아 묶어서 배출,문전수거,2024-06-30
2975,경기도,의왕시,덕장로,문앞,문전수거,종량제봉투에 담아 묶어서 배출,음식물종량제봉투에 담아 묶어서 배출,투명비닐 또는 마대에 담아 묶어서 배출,종량제봉투에 담아 묶어서 배출,문전수거,2024-06-30
2976,경기도,의왕시,백운로,문앞,문전수거,종량제봉투에 담아 묶어서 배출,음식물종량제봉투에 담아 묶어서 배출,투명비닐 또는 마대에 담아 묶어서 배출,종량제봉투에 담아 묶어서 배출,문전수거,2024-06-30
2977,경기도,의왕시,장안말길,문앞,문전수거,종량제봉투에담아배출,음식물종량제봉투에담아배출,투명비닐에담아배출,종량제봉투에담아배출,문전수거,2024-06-30
2978,경기도,의왕시,경수대로,문앞,문전수거,종량제봉투에담아배출,음식물종량제봉투에담아배출,투명비닐에담아배출,종량제봉투에담아배출,문전수거,2024-06-30
2979,경기도,의왕시,사천로,문앞,문전수거,종량제봉투에담아배출,음식물종량제봉투에담아배출,투명비닐에담아배출,종량제봉투에담아배출,문전수거,2024-06-30
2980,경기도,의왕시,오전로,문앞,문전수거,종량제봉투에담아배출,음식물종량제봉투에담아배출,투명비닐에담아배출,종량제봉투에담아배출,문전수거,2024-06-30
2981,경기도,의왕시,왕곡로(백운사길),문앞,문전수거,종량제봉투에담아배출,음식물종량제봉투에담아배출,투명비닐에담아배출,종량제봉투에담아배출,문전수거,2024-06-30
2982,경기도,의왕시,위인로,문앞,문전수거,종량제봉투에담아배출,음식물종량제봉투에담아배출,투명비닐에담아배출,종량제봉투에담아배출,문전수거,2024-06-30
2983,경기도,의왕시,고고리길,문앞,문전수거,종량제봉투에담아배출,음식물종량제봉투에담아배출,투명비닐에담아배출,종량제봉투에담아배출,문전수거,2024-06-30
2984,경기도,의왕시,골사그내길(자비정사),문앞,문전수거,종량제봉투에담아배출,음식물종량제봉투에담아배출,투명비닐에담아배출,종량제봉투에담아배출,문전수거,2024-06-30
2985,경기도,의왕시,대안사길(대안사),문앞,문전수거,종량제봉투에담아배출,음식물종량제봉투에담아배출,투명비닐에담아배출,종량제봉투에담아배출,문전수거,2024-06-30
2986,경기도,의왕시,별묘길(이레빌),문앞,문전수거,종량제봉투에담아배출,음식물종량제봉투에담아배출,투명비닐에담아배출,종량제봉투에담아배출,문전수거,2024-06-30
2987,경기도,의왕시,사그내4길,문앞,문전수거,종량제봉투에담아배출,음식물종량제봉투에담아배출,투명비닐에담아배출,종량제봉투에담아배출,문전수거,2024-06-30
2988,경기도,의왕시,사그내길,문앞,문전수거,종량제봉투에담아배출,음식물종량제봉투에담아배출,투명비닐에담아배출,종량제봉투에담아배출,문전수거,2024-06-30
2989,경기도,의왕시,사천1길,문앞,문전수거,종량제봉투에담아배출,음식물종량제봉투에담아배출,투명비닐에담아배출,종량제봉투에담아배출,문전수거,2024-06-30
2990,경기도,의왕시,사천2길,문앞,문전수거,종량제봉투에담아배출,음식물종량제봉투에담아배출,투명비닐에담아배출,종량제봉투에담아배출,문전수거,2024-06-30
2991,경기도,의왕시,솔고개길,문앞,문전수거,종량제봉투에담아배출,음식물종량제봉투에담아배출,투명비닐에담아배출,종량제봉투에담아배출,문전수거,2024-06-30
2992,경기도,의왕시,왕림길,문앞,문전수거,종량제봉투에담아배출,음식물종량제봉투에담아배출,투명비닐에담아배출,종량제봉투에담아배출,문전수거,2024-06-30
2993,경기도,의왕시,통미마을길,문앞,문전수거,종량제봉투에담아배출,음식물종량제봉투에담아배출,투명비닐에담아배출,종량제봉투에담아배출,문전수거,2024-06-30
